0,2464
1,2918
0,1435
0,6144
0,5741
0,2336
0,0384
0,2596
0,1640
0,0493
0,6991
0,0753
0,6774
1,0383
1,0119
2,3764
0,4615
0,1973
0,8125
1,7410
0,7892
0,9346
0,4267
0,7661
0,3011
0,1748
1,5729
0,8125
1,1476
0,2464
1,0651
1,3519
1,1476
1,4133
3,2975
1,1476
1,2623
0,8363
0,3156
0,1338
0,7661
2,4576
0,0043
0,3156
0,1536
1,1197
0,0171
1,9540
0,0616
0,1244
0,0288
3,2032
0,6774
0,7661
5,0490
2,2180
1,3519
0,1244
1,4133
1,0383
0,3456
0,0288
0,3156
0,4615
2,9737
5,1671
0,2869
0,0043
0,8603
0,0109
4,7029
1,0651
0,2212
0,0983
0,3304
0,9600
0,5545
0,0288
0,0288
0,7211
0,8603
0,1973
0,0983
0,7434
0,7661
1,6391
0,5741
1,1476
1,3824
0,2464
0,9600
0,3011
0,8363
1,1757
0,6351
0,0171
0,3156
0,0109
0,4267
0,0007
