0,0288
1,8106
1,3519
0,1640
0,0493
0,0288
0,0384
0,0903
0,1859
1,0651
0,8125
0,0015
1,3519
1,0119
0,4098
2,5820
0,0138
1,0119
0,5545
0,0288
0,0903
1,4133
0,3770
0,3456
5,3468
0,0043
0,0903
0,0043
0,0043
1,4133
0,0753
1,1197
3,0189
0,1859
0,0384
0,7211
0,3156
0,1067
2,5820
0,8125
0,6351
0,2091
2,5820
0,7211
0,0138
1,4761
0,0288
0,0138
0,2091
0,7661
2,5820
4,6464
1,9540
0,0384
1,6727
0,1640
0,0015
2,5820
0,1640
0,4098
0,3770
1,7410
1,0651
1,4761
0,5163
0,7211
0,7211
1,5403
1,1757
0,0138
0,4794
5,5912
0,7211
1,4761
0,5545
0,0384
0,0753
0,5941
1,1757
0,7211
2,2571
0,0084
4,3146
0,4439
6,0964
5,9680
1,0119
2,4987
0,0138
7,7430
3,3930
0,4794
2,5820
0,9095
0,0138
5,8411
0,4098
2,1028
5,9680
1,0651
