0,6351
2,1028
0,0015
0,3456
1,0119
0,8125
0,0493
0,0015
1,9540
0,0207
0,0753
0,1859
0,5941
1,1197
0,0002
0,0753
0,0138
0,2336
7,1723
7,8891
0,1640
2,5820
0,2091
0,3770
0,6351
0,1435
0,9600
5,7155
3,3930
0,8603
0,4439
0,0288
0,3456
2,0277
0,1859
2,6667
0,3770
1,5403
1,1197
1,4133
0,2091
0,1640
1,5403
0,2869
0,6774
0,0084
0,0002
1,4761
3,1104
0,0493
1,6058
0,0616
0,6351
1,0119
0,0015
1,9540
0,2596
0,3770
0,2091
0,0753
2,2571
4,8744
0,0288
0,5941
0,5941
2,1028
0,2869
0,1244
0,0903
3,3930
0,0384
1,7410
0,3770
1,4133
0,8125
0,7211
0,1435
8,1853
0,0903
2,4987
0,3156
0,3456
1,4133
0,3770
4,8744
0,0384
0,3770
0,1640
0,2596
0,0288
0,2336
0,5163
1,4133
1,4761
3,5883
1,5403
0,0753
0,0616
0,9600
0,2336
