0,1434
1,0138
0,0308
0,6459
2,0501
1,6965
0,3175
0,1885
0,2772
0,5059
0,1298
0,9408
0,0929
0,1434
2,5539
0,9408
1,8945
0,2220
0,1045
0,0451
0,0021
0,0069
0,2220
0,0144
0,1298
0,6759
3,7274
1,5095
0,2220
0,1298
0,3831
0,1168
2,1573
0,0001
0,0376
0,1298
3,1786
0,1434
0,3605
0,0376
0,4302
0,1728
1,0514
2,9205
2,5539
0,0622
0,2581
0,1045
1,7450
1,6487
4,0927
0,4063
0,2581
0,2772
0,0929
0,0042
1,8440
3,1130
1,7450
0,2772
0,2581
2,3799
0,1168
0,1434
0,0451
1,0138
0,2772
0,1728
1,6965
0,0144
0,8705
0,2581
0,0308
0,0820
1,0514
0,2581
0,2220
0,1578
0,1885
1,9457
0,0042
0,0308
0,9053
2,2119
8,0426
0,3605
0,1578
0,4063
0,4800
0,7380
0,3387
0,0622
0,1578
2,2672
0,2397
4,0927
0,8029
0,4063
0,0929
0,0929
