0,1327
0,6425
0,1327
0,5670
0,0006
1,4165
3,6820
1,4165
2,3416
0,6425
2,4926
1,3032
1,3032
0,5670
1,4165
0,1705
0,0006
0,1705
0,0006
0,1705
0,1327
0,0006
0,5670
0,1327
0,6425
0,6425
1,4165
1,3032
0,1705
1,4165
0,0006
5,3245
0,5670
0,5670
0,0006
0,1705
0,5670
0,1327
0,0006
1,4165
0,0006
0,5670
0,1327
2,4926
0,5670
0,1327
0,1705
0,1327
0,1705
0,5670
3,6820
1,3032
3,8708
0,1327
0,1705
0,5670
0,5670
1,3032
1,3032
0,1705
1,4165
0,1327
0,5670
0,6425
0,6425
3,6820
1,4165
0,6425
0,6425
0,1705
0,6425
1,3032
0,1327
0,5670
1,4165
0,5670
0,6425
0,1327
0,1705
2,4926
0,1705
0,0006
0,1705
0,1327
0,0006
0,0006
0,0006
0,6425
0,0006
0,0006
0,1705
2,3416
0,6425
0,0006
2,4926
0,6425
0,1705
0,6425
0,1705
0,6425
